Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
16810,192,4,786.14,2,3,3,At Risk
16811,5,2,547.07,5,2,2,New Promising
16812,361,5,2216.8,2,4,4,At Risk
16813,8,10,1652.18,5,5,4,Champions
16814,14,37,11916.35,5,5,5,Champions
16815,454,2,406.02,1,2,2,Lost
16816,103,4,417.06,3,3,2,Others
16817,3,18,2392.85,5,5,4,Champions
16818,11,13,3317.97,5,5,5,Champions
16819,465,2,182.59,1,2,1,Lost
16820,96,1,497.61,3,1,2,Others
16821,382,1,113.35,2,1,1,Lost
16822,664,3,144.84,1,3,1,At Risk
16823,227,8,2236.14,2,4,4,At Risk
16824,16,3,686.24,5,3,3,Loyal Customers
16825,39,5,1826.89,4,4,4,Champions
16826,51,1,341.7,4,1,2,New Promising
16827,393,5,392.13,2,4,2,At Risk
16828,93,2,128.5,3,2,1,Others
16829,157,2,513.32,3,2,2,Others
16830,39,5,1183.7,4,4,3,Loyal Customers
16831,565,1,91.8,1,1,1,Lost
16832,184,5,417.61,2,4,2,At Risk
16833,1,6,2409.04,5,4,4,Champions
16834,228,2,898.96,2,2,3,Cannot Lose Them
16835,128,10,1389.76,3,5,4,Loyal Customers
16836,40,4,782.37,4,3,3,Loyal Customers
16837,31,12,3167.73,4,5,5,Champions
16838,197,6,1126.66,2,4,3,At Risk
16839,9,51,20416.03,5,5,5,Champions
16840,603,3,126.71,1,3,1,At Risk
16841,37,14,3841.16,4,5,5,Champions
16842,64,4,1260.44,3,3,4,Loyal Customers
16843,43,38,19528.78,4,5,5,Champions
16844,563,2,614.34,1,2,3,Cannot Lose Them
16845,618,1,253.88,1,1,1,Lost
16846,50,3,842.41,4,3,3,Loyal Customers
16847,43,2,614.89,4,2,3,New Promising
16848,53,4,1411.62,4,3,4,Loyal Customers
16849,187,1,124.57,2,1,1,Lost
16850,334,1,332.41,2,1,2,Lost
16851,4,3,342.45,5,3,2,Others
16852,10,2,144.91,5,2,1,New Promising
16854,417,2,1408.96,1,2,4,Cannot Lose Them
16855,24,2,328.4,4,2,2,New Promising
16856,15,3,358.49,5,3,2,Others
16857,443,1,352.8,1,1,2,Lost
16858,366,16,4085.74,2,5,5,At Risk
16859,106,10,1657.74,3,5,4,Loyal Customers
16860,453,4,1593.67,1,3,4,At Risk
16861,60,6,924.48,3,4,3,Loyal Customers
16862,547,4,662.33,1,3,3,At Risk
16863,29,5,812.82,4,4,3,Loyal Customers
16864,434,2,409.25,1,2,2,Lost
16865,402,1,130.95,2,1,1,Lost
16866,141,3,207.74,3,3,1,Others
16867,690,1,76.74,1,1,1,Lost
16868,394,3,384.56,2,3,2,At Risk
16869,23,5,797.32,4,4,3,Loyal Customers
16870,469,1,450.16,1,1,2,Lost
16871,22,7,2761.49,4,4,4,Champions
16872,77,6,1213.13,3,4,4,Loyal Customers
16873,5,17,14547.03,5,5,5,Champions
16874,379,1,209.89,2,1,1,Lost
16875,64,20,4053.2,3,5,5,Loyal Customers
16876,404,1,136.01,2,1,1,Lost
16877,12,6,846.62,5,4,3,Loyal Customers
16880,31,8,1813.21,4,4,4,Champions
16881,67,1,432.0,3,1,2,Others
16882,67,3,705.12,3,3,3,Loyal Customers
16883,187,20,2236.11,2,5,4,At Risk
16884,38,4,1070.97,4,3,3,Loyal Customers
16885,15,4,684.6,5,3,3,Loyal Customers
16887,35,3,658.17,4,3,3,Loyal Customers
16888,401,3,434.2,2,3,2,At Risk
16889,195,6,2526.65,2,4,4,At Risk
16890,477,3,285.41,1,3,2,At Risk
16891,2,11,1727.94,5,5,4,Champions
16892,1,9,726.05,5,4,3,Loyal Customers
16893,367,2,249.89,2,2,1,Lost
16894,502,5,1265.26,1,4,4,At Risk
16895,65,5,1102.9,3,4,3,Loyal Customers
16896,555,1,103.95,1,1,1,Lost
16897,299,3,213.03,2,3,1,At Risk
16898,26,6,820.86,4,4,3,Loyal Customers
16899,8,8,1695.77,5,4,4,Champions
16900,12,5,187.69,5,4,1,Others
16901,729,1,204.26,1,1,1,Lost
16902,116,1,1706.88,3,1,4,Others
16903,29,4,1009.45,4,3,3,Loyal Customers
16904,4,21,4675.36,5,5,5,Champions
16905,5,20,4677.12,5,5,5,Champions
16906,82,7,1410.92,3,4,4,Loyal Customers
16907,29,9,1470.89,4,4,4,Champions
16908,722,2,153.59,1,2,1,Lost
16909,64,2,364.14,3,2,2,Others
16910,4,8,1508.96,5,4,4,Champions
16911,627,3,251.35,1,3,1,At Risk
16912,23,18,4413.8,4,5,5,Champions
16913,290,3,423.91,2,3,2,At Risk
16914,36,1,183.76,4,1,1,New Promising
16915,9,11,1543.18,5,5,4,Champions
16916,24,4,902.02,4,3,3,Loyal Customers
16917,277,3,1842.93,2,3,4,At Risk
16918,50,19,3131.31,4,5,5,Champions
16919,156,28,4837.56,3,5,5,Loyal Customers
16920,411,1,355.45,1,1,2,Lost
16921,61,3,409.21,3,3,2,Others
16922,573,1,611.08,1,1,3,Cannot Lose Them
16923,12,41,12572.15,5,5,5,Champions
16924,21,4,722.64,4,3,3,Loyal Customers
16925,540,1,125.65,1,1,1,Lost
16926,371,6,1158.66,2,4,3,At Risk
16927,116,3,543.05,3,3,2,Others
16928,80,33,3777.88,3,5,5,Loyal Customers
16929,4,7,1295.39,5,4,4,Champions
16930,26,3,378.89,4,3,2,Others
16931,5,23,5032.22,5,5,5,Champions
16932,53,3,412.55,4,3,2,Others
16933,1,16,3017.65,5,5,5,Champions
16934,55,7,2062.89,4,4,4,Champions
16935,382,3,530.86,2,3,2,At Risk
16936,26,2,548.29,4,2,2,New Promising
16937,499,1,196.25,1,1,1,Lost
16938,9,10,6162.11,5,5,5,Champions
16939,489,3,433.85,1,3,2,At Risk
16940,52,11,6245.41,4,5,5,Champions
16941,612,1,33.0,1,1,1,Lost
16942,13,10,1878.51,5,5,4,Champions
16943,212,7,816.73,2,4,3,At Risk
16944,610,1,101.36,1,1,1,Lost
16945,22,35,8530.66,4,5,5,Champions
16946,383,6,1199.54,2,4,4,At Risk
16947,236,10,896.73,2,5,3,At Risk
16948,139,7,868.77,3,4,3,Loyal Customers
16949,4,7,1161.27,5,4,3,Loyal Customers
16950,57,12,3482.59,4,5,5,Champions
16951,123,4,1262.75,3,3,4,Loyal Customers
16952,109,5,795.83,3,4,3,Loyal Customers
16953,30,1,20.8,4,1,1,New Promising
16954,1,21,6037.33,5,5,5,Champions
16955,185,9,1072.06,2,4,3,At Risk
16956,9,2,292.34,5,2,2,New Promising
16957,239,2,416.64,2,2,2,Lost
16958,435,1,778.49,1,1,3,Cannot Lose Them
16959,87,1,117.35,3,1,1,Others
16960,39,9,1969.43,4,4,4,Champions
16961,116,6,773.01,3,4,3,Loyal Customers
16962,410,1,251.04,1,1,1,Lost
16963,187,1,110.55,2,1,1,Lost
16964,733,2,207.85,1,2,1,Lost
16965,227,1,201.19,2,1,1,Lost
16966,8,10,2148.47,5,5,4,Champions
16967,189,1,319.02,2,1,2,Lost
16968,4,2,439.43,5,2,2,New Promising
16969,39,3,650.41,4,3,3,Loyal Customers
16970,626,1,71.4,1,1,1,Lost
16971,3,2,232.21,5,2,1,New Promising
16972,383,2,749.0,2,2,3,Cannot Lose Them
16973,386,1,127.0,2,1,1,Lost
16974,523,2,365.5,1,2,2,Lost
16975,414,5,902.42,1,4,3,At Risk
16976,267,1,251.52,2,1,1,Lost
16977,395,4,496.0,2,3,2,At Risk
16978,78,3,768.88,3,3,3,Loyal Customers
16979,4,12,2787.09,5,5,4,Champions
16980,255,3,1422.83,2,3,4,At Risk
16982,61,1,384.06,3,1,2,Others
16983,13,12,3479.48,5,5,5,Champions
16984,78,19,10195.15,3,5,5,Loyal Customers
16985,17,26,10545.76,5,5,5,Champions
16986,30,11,4888.75,4,5,5,Champions
16987,3,12,2509.5,5,5,4,Champions
16988,5,2,382.67,5,2,2,New Promising
16989,7,6,1133.25,5,4,3,Loyal Customers
16990,219,2,344.0,2,2,2,Lost
16991,421,1,1041.21,1,1,3,Cannot Lose Them
16992,11,15,5460.1,5,5,5,Champions
16993,463,3,1688.15,1,3,4,At Risk
16996,30,13,2044.16,4,5,4,Champions
16997,288,3,702.0,2,3,3,At Risk
16998,150,7,394.02,3,4,2,Others
16999,23,2,484.82,4,2,2,New Promising
17000,396,2,406.3,2,2,2,Lost
17001,1,19,6640.8,5,5,5,Champions
17002,73,8,2565.6,3,4,4,Loyal Customers
17003,402,4,828.21,2,3,3,At Risk
17004,46,4,2324.36,4,3,4,Loyal Customers
17005,471,3,612.41,1,3,3,At Risk
17006,5,8,1635.27,5,4,4,Champions
17007,51,8,1107.6,4,4,3,Loyal Customers
17008,429,1,81.36,1,1,1,Lost
17009,551,1,242.06,1,1,1,Lost
17010,17,2,185.46,5,2,1,New Promising
17011,30,4,536.7,4,3,2,Others
17012,725,1,360.61,1,1,2,Lost
17014,8,4,562.68,5,3,2,Others
17015,29,3,1838.61,4,3,4,Loyal Customers
17016,577,1,552.4,1,1,2,Lost
17017,3,41,6553.79,5,5,5,Champions
17018,41,6,2287.7,4,4,4,Champions
17019,11,13,3541.59,5,5,5,Champions
17020,542,2,935.62,1,2,3,Cannot Lose Them
17021,442,6,1182.22,1,4,3,At Risk
17022,31,2,260.0,4,2,1,New Promising
17023,417,3,800.18,1,3,3,At Risk
17024,45,3,95.85,4,3,1,Others
17025,61,5,1349.67,3,4,4,Loyal Customers
17026,185,3,175.83,2,3,1,At Risk
17027,79,10,1268.93,3,5,4,Loyal Customers
17028,581,3,1593.83,1,3,4,At Risk
17029,111,7,2137.3,3,4,4,Loyal Customers
17030,64,1,146.87,3,1,1,Others
17031,12,6,2773.85,5,4,4,Champions
17032,442,13,2129.78,1,5,4,At Risk
17033,86,4,1332.79,3,3,4,Loyal Customers
17034,16,7,1231.82,5,4,4,Champions
17035,246,5,568.39,2,4,2,At Risk
17036,383,1,176.9,2,1,1,Lost
17037,78,2,1253.22,3,2,4,Others
17038,30,2,743.17,4,2,3,New Promising
17039,604,1,1954.99,1,1,4,Cannot Lose Them
17040,138,2,463.25,3,2,2,Others
17041,27,7,1639.4,4,4,4,Champions
17042,3,5,1036.58,5,4,3,Loyal Customers
17043,32,8,2593.65,4,4,4,Champions
17044,9,16,11867.6,5,5,5,Champions
17045,113,5,827.68,3,4,3,Loyal Customers
17046,157,5,1906.07,3,4,4,Loyal Customers
17047,85,6,2289.23,3,4,4,Loyal Customers
17048,115,11,1991.45,3,5,4,Loyal Customers
17049,3,25,9588.83,5,5,5,Champions
17050,96,12,4348.46,3,5,5,Loyal Customers
17051,194,4,706.49,2,3,3,At Risk
17052,28,1,399.09,4,1,2,New Promising
17053,129,2,496.38,3,2,2,Others
17054,28,6,1353.83,4,4,4,Champions
17055,446,1,232.85,1,1,1,Lost
17056,738,1,128.6,1,1,1,Lost
17057,596,1,294.74,1,1,2,Lost
17058,82,3,1179.89,3,3,3,Loyal Customers
17059,30,10,4846.87,4,5,5,Champions
17060,266,1,234.24,2,1,1,Lost
17061,74,12,5116.13,3,5,5,Loyal Customers
17062,314,7,885.85,2,4,3,At Risk
17063,9,23,3576.88,5,5,5,Champions
17064,59,3,855.45,3,3,3,Loyal Customers
17065,143,3,82.35,3,3,1,Others
17066,726,1,228.34,1,1,1,Lost
17067,725,3,454.54,1,3,2,At Risk
17068,12,49,8953.03,5,5,5,Champions
17069,28,21,5441.35,4,5,5,Champions
17070,114,2,437.42,3,2,2,Others
17071,9,20,3730.96,5,5,5,Champions
17072,625,1,273.35,1,1,1,Lost
17073,18,4,1446.09,5,3,4,Loyal Customers
17074,563,1,203.05,1,1,1,Lost
17075,18,11,2216.28,5,5,4,Champions
17076,36,6,1242.75,4,4,4,Champions
17077,578,1,306.0,1,1,2,Lost
17078,36,2,378.2,4,2,2,New Promising
17079,78,1,118.8,3,1,1,Others
17080,22,8,955.41,4,4,3,Loyal Customers
17081,25,6,949.39,4,4,3,Loyal Customers
17082,33,6,4732.03,4,4,5,Champions
17083,109,11,4035.08,3,5,5,Loyal Customers
17084,35,4,4997.96,4,3,5,Loyal Customers
17085,123,32,7713.67,3,5,5,Loyal Customers
17086,7,6,2050.08,5,4,4,Champions
17087,738,1,221.53,1,1,1,Lost
17088,28,4,1991.01,4,3,4,Loyal Customers
17089,386,1,128.45,2,1,1,Lost
17090,4,15,2986.64,5,5,5,Champions
17091,3,23,7462.15,5,5,5,Champions
17092,50,14,5479.76,4,5,5,Champions
17093,593,1,235.88,1,1,1,Lost
17094,318,3,370.4,2,3,2,At Risk
17095,22,12,2312.59,4,5,4,Champions
17096,9,17,3629.58,5,5,5,Champions
17097,2,10,1126.86,5,5,3,Loyal Customers
17098,382,3,591.07,2,3,2,At Risk
17099,533,1,582.17,1,1,2,Lost
17100,18,2,971.74,5,2,3,New Promising
17101,10,7,2507.05,5,4,4,Champions
17102,262,1,25.5,2,1,1,Lost
17103,722,1,424.3,1,1,2,Lost
17104,424,1,474.03,1,1,2,Lost
17105,159,2,665.78,3,2,3,Others
17106,389,1,481.58,2,1,2,Lost
17107,33,13,15595.37,4,5,5,Champions
17108,664,1,174.95,1,1,1,Lost
17109,29,10,1276.35,4,5,4,Champions
17110,165,3,499.9,3,3,2,Others
17111,47,2,459.58,4,2,2,New Promising
17112,503,1,197.57,1,1,1,Lost
17113,505,8,2092.16,1,4,4,At Risk
17114,6,10,739.72,5,5,3,Loyal Customers
17115,8,13,2616.29,5,5,4,Champions
17116,648,1,389.78,1,1,2,Lost
17117,288,1,116.2,2,1,1,Lost
17118,318,1,157.02,2,1,1,Lost
17119,3,3,593.61,5,3,2,Others
17120,233,1,307.46,2,1,2,Lost
17121,403,1,314.74,2,1,2,Lost
17122,119,4,570.5,3,3,2,Others
17123,162,3,977.17,3,3,3,Loyal Customers
17124,185,1,294.24,2,1,2,Lost
17125,50,1,230.5,4,1,1,New Promising
17126,152,11,2003.53,3,5,4,Loyal Customers
17127,429,5,1155.03,1,4,3,At Risk
17128,335,1,157.09,2,1,1,Lost
17129,520,1,31.85,1,1,1,Lost
17131,5,5,2463.17,5,4,4,Champions
17132,452,2,1220.91,1,2,4,Cannot Lose Them
17133,16,13,12972.09,5,5,5,Champions
17134,107,3,625.3,3,3,3,Loyal Customers
17135,16,11,1711.26,5,5,4,Champions
17136,662,1,231.68,1,1,1,Lost
17137,416,6,1099.81,1,4,3,At Risk
17138,276,7,4417.27,2,4,5,At Risk
17139,16,29,19473.91,5,5,5,Champions
17140,247,1,454.12,2,1,2,Lost
17141,418,4,727.58,1,3,3,At Risk
17142,239,4,1275.25,2,3,4,At Risk
17143,417,2,880.97,1,2,3,Cannot Lose Them
17144,1,2,984.57,5,2,3,New Promising
17145,465,7,3014.64,1,4,5,At Risk
17146,106,16,5788.39,3,5,5,Loyal Customers
17147,23,16,3069.15,4,5,5,Champions
17148,52,1,124.88,4,1,1,New Promising
17149,451,1,143.1,1,1,1,Lost
17150,377,6,1357.95,2,4,4,At Risk
17151,735,1,231.9,1,1,1,Lost
17152,195,5,1830.5,2,4,4,At Risk
17153,24,1,213.78,4,1,1,New Promising
17154,75,1,329.34,3,1,2,Others
17155,18,7,892.46,5,4,3,Loyal Customers
17156,484,2,572.07,1,2,2,Lost
17157,8,20,5139.45,5,5,5,Champions
17158,32,6,1962.3,4,4,4,Champions
17159,22,6,2095.44,4,4,4,Champions
17160,31,18,10201.36,4,5,5,Champions
17161,444,1,856.01,1,1,3,Cannot Lose Them
17162,29,11,1707.21,4,5,4,Champions
17163,22,4,699.78,4,3,3,Loyal Customers
17164,33,8,2466.4,4,4,4,Champions
17165,284,8,1783.63,2,4,4,At Risk
17166,39,3,189.49,4,3,1,Others
17167,380,3,867.11,2,3,3,At Risk
17168,499,1,400.2,1,1,2,Lost
17169,50,6,1129.88,4,4,3,Loyal Customers
17170,374,3,118.98,2,3,1,At Risk
17171,289,2,384.59,2,2,2,Lost
17172,75,6,910.99,3,4,3,Loyal Customers
17173,5,9,3755.65,5,4,5,Champions
17174,218,1,59.9,2,1,1,Lost
17175,44,5,1430.94,4,4,4,Champions
17176,202,3,902.32,2,3,3,At Risk
17177,505,1,119.5,1,1,1,Lost
17178,731,1,432.96,1,1,2,Lost
17179,178,6,1507.26,3,4,4,Loyal Customers
17180,56,14,2216.12,4,5,4,Champions
17181,57,3,309.85,4,3,2,Others
17182,423,2,321.3,1,2,2,Lost
17183,8,8,3286.91,5,4,5,Champions
17184,569,2,198.41,1,2,1,Lost
17185,592,3,229.46,1,3,1,At Risk
17186,47,2,144.0,4,2,1,New Promising
17187,227,2,467.71,2,2,2,Lost
17188,11,17,4361.83,5,5,5,Champions
17189,106,5,953.63,3,4,3,Loyal Customers
17190,59,8,1531.57,3,4,4,Loyal Customers
17191,28,16,4284.84,4,5,5,Champions
17192,536,1,75.28,1,1,1,Lost
17193,36,12,2254.6,4,5,4,Champions
17194,274,3,812.5,2,3,3,At Risk
17195,655,1,562.98,1,1,2,Lost
17196,428,1,327.75,1,1,2,Lost
17197,30,1,1013.01,4,1,3,New Promising
17198,24,3,692.22,4,3,3,Loyal Customers
17199,582,1,135.04,1,1,1,Lost
17200,387,4,356.71,2,3,2,At Risk
17201,54,5,1127.5,4,4,3,Loyal Customers
17202,421,1,160.65,1,1,1,Lost
17203,36,10,5564.09,4,5,5,Champions
17204,169,15,5263.69,3,5,5,Loyal Customers
17205,54,3,999.35,4,3,3,Loyal Customers
17206,53,1,204.24,4,1,1,New Promising
17207,652,1,292.62,1,1,2,Lost
17208,396,1,111.15,2,1,1,Lost
17209,649,3,595.7,1,3,2,At Risk
17210,393,1,251.72,2,1,1,Lost
17211,27,15,3728.8,4,5,5,Champions
17212,253,3,794.41,2,3,3,At Risk
17213,40,20,4766.03,4,5,5,Champions
17214,60,7,974.12,3,4,3,Loyal Customers
17215,464,1,186.15,1,1,1,Lost
17216,554,1,63.6,1,1,1,Lost
17217,234,2,210.1,2,2,1,Lost
17218,4,18,3891.39,5,5,5,Champions
17219,32,2,259.13,4,2,1,New Promising
17220,24,21,4457.31,4,5,5,Champions
17221,7,5,976.62,5,4,3,Loyal Customers
17222,65,6,1579.51,3,4,4,Loyal Customers
17223,310,3,558.04,2,3,2,At Risk
17224,501,1,100.86,1,1,1,Lost
17225,582,1,131.15,1,1,1,Lost
17226,309,3,895.47,2,3,3,At Risk
17227,19,12,1878.93,4,5,4,Champions
17228,16,13,2820.03,5,5,4,Champions
17229,96,2,318.76,3,2,2,Others
17230,264,23,9159.45,2,5,5,At Risk
17231,12,35,6958.83,5,5,5,Champions
17232,3,2,417.77,5,2,2,New Promising
17233,35,3,560.86,4,3,2,Others
17234,183,1,149.89,3,1,1,Others
17235,25,8,1562.98,4,4,4,Champions
17236,13,12,1929.26,5,5,4,Champions
17237,11,4,994.13,5,3,3,Loyal Customers
17238,3,32,7331.67,5,5,5,Champions
17239,313,6,1174.15,2,4,3,At Risk
17240,596,1,130.6,1,1,1,Lost
17241,385,12,2736.64,2,5,4,At Risk
17242,108,5,2889.28,3,4,5,Loyal Customers
17243,1,80,20022.93,5,5,5,Champions
17244,53,5,1826.04,4,4,4,Champions
17245,205,2,371.63,2,2,2,Lost
17246,547,2,38.92,1,2,1,Lost
17247,15,1,280.09,5,1,2,New Promising
17248,120,2,500.54,3,2,2,Others
17249,429,1,68.03,1,1,1,Lost
17250,4,2,381.97,5,2,2,New Promising
17251,363,4,790.28,2,3,3,At Risk
17252,117,2,348.91,3,2,2,Others
17253,18,1,178.26,5,1,1,New Promising
17254,5,3,469.48,5,3,2,Others
17255,41,4,781.7,4,3,3,Loyal Customers
17256,107,5,498.93,3,4,2,Others
17257,436,2,189.78,1,2,1,Lost
17258,397,2,417.3,2,2,2,Lost
17259,148,6,1452.39,3,4,4,Loyal Customers
17260,411,1,120.95,1,1,1,Lost
17261,510,1,221.59,1,1,1,Lost
17262,52,11,2488.76,4,5,4,Champions
17263,208,1,63.44,2,1,1,Lost
17264,424,1,268.28,1,1,1,Lost
17265,139,2,550.01,3,2,2,Others
17266,2,5,501.72,5,4,2,Others
17267,127,2,317.2,3,2,2,Others
17268,108,11,1733.89,3,5,4,Loyal Customers
17269,386,1,491.81,2,1,2,Lost
17270,469,2,601.45,1,2,3,Cannot Lose Them
17271,736,1,204.3,1,1,1,Lost
17272,42,5,2144.53,4,4,4,Champions
17273,424,1,141.12,1,1,1,Lost
17274,35,2,573.22,4,2,2,New Promising
17275,383,1,114.1,2,1,1,Lost
17276,400,2,445.44,2,2,2,Lost
17277,228,2,1065.35,2,2,3,Cannot Lose Them
17278,241,2,271.24,2,2,1,Lost
17279,58,1,187.83,3,1,1,Others
17280,438,1,118.86,1,1,1,Lost
17281,374,6,797.85,2,4,3,At Risk
17282,130,5,2308.54,3,4,4,Loyal Customers
17283,379,1,188.46,2,1,1,Lost
17284,60,11,2323.12,3,5,4,Loyal Customers
17285,628,2,407.94,1,2,2,Lost
17286,22,3,389.18,4,3,2,Others
17287,26,23,3810.61,4,5,5,Champions
17288,9,11,2468.43,5,5,4,Champions
17289,32,11,2032.3,4,5,4,Champions
17290,4,8,1487.96,5,4,4,Champions
17291,308,1,550.8,2,1,2,Lost
17292,472,2,271.75,1,2,1,Lost
17293,8,17,3750.63,5,5,5,Champions
17294,669,2,467.79,1,2,2,Lost
17295,29,3,547.0,4,3,2,Others
17296,730,1,338.13,1,1,2,Lost
17297,17,1,128.18,5,1,1,New Promising
17298,101,6,949.22,3,4,3,Loyal Customers
17299,12,6,993.23,5,4,3,Loyal Customers
17300,391,2,393.64,2,2,2,Lost
17301,21,2,294.39,4,2,2,New Promising
17302,15,6,1119.93,5,4,3,Loyal Customers
17303,361,1,250.04,2,1,1,Lost
17304,534,1,111.5,1,1,1,Lost
17305,649,1,2135.46,1,1,4,Cannot Lose Them
17306,11,23,9751.77,5,5,5,Champions
17307,365,15,3378.31,2,5,5,At Risk
17308,393,2,4511.76,2,2,5,Cannot Lose Them
17309,95,3,320.39,3,3,2,Others
17310,387,2,1025.1,2,2,3,Cannot Lose Them
17311,78,7,3490.66,3,4,5,Loyal Customers
17312,139,3,644.3,3,3,3,Loyal Customers
17313,18,2,2288.13,5,2,4,New Promising
17314,25,22,4514.7,4,5,5,Champions
17315,1,49,9507.53,5,5,5,Champions
17316,420,1,124.45,1,1,1,Lost
17317,46,5,2524.02,4,4,4,Champions
17318,725,1,157.33,1,1,1,Lost
17319,669,1,29.1,1,1,1,Lost
17320,100,6,2444.85,3,4,4,Loyal Customers
17321,8,6,1665.21,5,4,4,Champions
17322,376,7,900.64,2,4,3,At Risk
17323,15,14,1538.96,5,5,4,Champions
17324,18,13,2018.07,5,5,4,Champions
17325,280,3,609.57,2,3,3,At Risk
17326,408,2,312.35,1,2,2,Lost
17327,410,2,152.35,1,2,1,Lost
17328,673,1,104.7,1,1,1,Lost
17329,14,5,998.53,5,4,3,Loyal Customers
17330,23,4,423.8,4,3,2,Others
17331,124,1,175.2,3,1,1,Others
17332,528,5,838.27,1,4,3,At Risk
17333,86,1,494.25,3,1,2,Others
17334,301,4,634.73,2,3,3,At Risk
17335,384,2,497.04,2,2,2,Lost
17336,472,1,81.12,1,1,1,Lost
17337,151,7,1897.51,3,4,4,Loyal Customers
17338,17,20,11783.33,5,5,5,Champions
17339,94,4,243.36,3,3,1,Others
17340,9,30,18891.89,5,5,5,Champions
17341,157,5,1272.21,3,4,4,Loyal Customers
17342,374,7,1155.84,2,4,3,At Risk
17343,355,6,1259.94,2,4,4,At Risk
17344,46,3,443.86,4,3,2,Others
17345,15,12,1466.33,5,5,4,Champions
17346,4,27,4933.63,5,5,5,Champions
17347,86,1,228.96,3,1,1,Others
17348,15,9,2442.29,5,4,4,Champions
17349,179,5,772.41,3,4,3,Loyal Customers
17350,8,8,1863.82,5,4,4,Champions
17351,36,12,1988.23,4,5,4,Champions
17352,696,1,36.25,1,1,1,Lost
17353,129,7,3155.55,3,4,5,Loyal Customers
17354,51,4,3133.96,4,3,5,Loyal Customers
17355,386,1,273.31,2,1,1,Lost
17356,312,5,946.47,2,4,3,At Risk
17357,24,2,384.39,4,2,2,New Promising
17358,303,5,861.01,2,4,3,At Risk
17359,11,2,284.46,5,2,2,New Promising
17360,17,7,1170.56,5,4,3,Loyal Customers
17361,49,5,871.79,4,4,3,Loyal Customers
17362,239,8,1010.54,2,4,3,At Risk
17363,395,3,920.46,2,3,3,At Risk
17364,1,31,11587.05,5,5,5,Champions
17365,13,16,8165.34,5,5,5,Champions
17366,392,3,1075.59,2,3,3,At Risk
17367,238,1,167.55,2,1,1,Lost
17368,23,16,2145.39,4,5,4,Champions
17369,456,1,979.2,1,1,3,Cannot Lose Them
17370,73,4,446.18,3,3,2,Others
17371,17,6,655.37,5,4,3,Loyal Customers
17372,41,31,4295.18,4,5,5,Champions
17373,40,7,1167.5,4,4,3,Loyal Customers
17374,219,4,711.21,2,3,3,At Risk
17375,190,5,632.95,2,4,3,At Risk
17376,71,4,453.64,3,3,2,Others
17377,24,91,17176.27,4,5,5,Champions
17379,11,1,389.72,5,1,2,New Promising
17380,434,4,643.75,1,3,3,At Risk
17381,9,39,36395.47,5,5,5,Champions
17382,65,8,902.28,3,4,3,Loyal Customers
17383,4,2,304.09,5,2,2,New Promising
17384,19,3,507.55,4,3,2,Others
17385,15,1,256.11,5,1,1,New Promising
17386,8,7,2812.77,5,4,4,Champions
17387,20,2,746.81,4,2,3,New Promising
17388,78,11,2675.37,3,5,4,Loyal Customers
17389,1,77,54577.68,5,5,5,Champions
17390,421,1,149.3,1,1,1,Lost
17391,164,2,508.8,3,2,2,Others
17392,307,3,585.92,2,3,2,At Risk
17393,411,2,381.15,1,2,2,Lost
17394,219,1,203.87,2,1,1,Lost
17395,508,1,97.5,1,1,1,Lost
17396,39,16,8177.1,4,5,5,Champions
17397,22,3,1198.28,4,3,4,Loyal Customers
17398,115,3,653.38,3,3,3,Loyal Customers
17400,126,8,4623.28,3,4,5,Loyal Customers
17401,541,1,114.85,1,1,1,Lost
17402,5,26,4601.41,5,5,5,Champions
17403,36,2,382.87,4,2,2,New Promising
17404,4,28,46006.82,5,5,5,Champions
17405,1,5,967.22,5,4,3,Loyal Customers
17406,330,18,3874.0,2,5,5,At Risk
17407,412,1,552.9,1,2,2,Lost
17408,163,4,164.89,3,3,1,Others
17409,185,10,7793.51,2,5,5,At Risk
17410,16,5,1214.72,5,4,4,Champions
17411,12,9,1316.53,5,4,4,Champions
17412,3,19,4187.68,5,5,5,Champions
17413,405,2,560.14,2,2,2,Lost
17414,44,6,2249.52,4,4,4,Champions
17415,80,1,507.84,3,2,2,Others
17416,30,25,17221.47,4,5,5,Champions
17417,549,1,164.18,1,2,1,Lost
17418,42,3,670.06,4,3,3,Loyal Customers
17419,11,20,6100.65,5,5,5,Champions
17420,50,8,943.68,4,4,3,Loyal Customers
17421,386,3,1059.41,2,3,3,At Risk
17422,16,20,3341.65,5,5,5,Champions
17423,45,5,1084.17,4,4,3,Loyal Customers
17425,19,2,759.17,4,2,3,New Promising
17426,4,17,7606.37,5,5,5,Champions
17427,72,1,100.8,3,2,1,Others
17428,1,51,30885.06,5,5,5,Champions
17429,121,7,1342.16,3,4,4,Loyal Customers
17430,33,4,622.57,4,3,3,Loyal Customers
17431,313,1,403.3,2,2,2,Lost
17432,18,9,1728.99,5,4,4,Champions
17433,88,2,569.96,3,2,2,Others
17434,2,9,2333.42,5,4,4,Champions
17435,411,1,331.35,1,2,2,Lost
17436,2,7,521.31,5,4,2,Others
17437,530,1,369.68,1,2,2,Lost
17438,247,6,1412.62,2,4,4,At Risk
17439,656,1,325.74,1,2,2,Lost
17440,148,6,314.26,3,4,2,Others
17441,732,1,293.35,1,2,2,Lost
17442,29,23,4517.7,4,5,5,Champions
17443,220,1,534.24,2,2,2,Lost
